id,domain,length,pages,max_lines_per_page,max_line_length,has_choice,has_player,risk_tier,reason
ENTRANCE::L153,RANDOMIZER,31,1,1,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L154,RANDOMIZER,29,1,1,29,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L154,RANDOMIZER,17,1,1,17,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L155,RANDOMIZER,54,1,1,54,NO,NO,HIGH_LAYOUT_RISK,Lines per page (1) > 4 or line length (54) > 52 chars
ENTRANCE::L155,RANDOMIZER,43,1,1,43,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L156,RANDOMIZER,52,1,1,52,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (52) or dynamic [PLAYER] token on line
ENTRANCE::L156,RANDOMIZER,44,1,1,44,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L159,RANDOMIZER,26,1,1,26,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L159,RANDOMIZER,26,1,1,26,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L160,RANDOMIZER,24,1,1,24,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L160,RANDOMIZER,39,1,1,39,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L161,RANDOMIZER,14,1,1,14,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L161,RANDOMIZER,40,1,1,40,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L162,RANDOMIZER,25,1,1,25,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L162,RANDOMIZER,48,1,1,48,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (48) or dynamic [PLAYER] token on line
ENTRANCE::L163,RANDOMIZER,26,1,1,26,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L163,RANDOMIZER,46,1,1,46,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (46) or dynamic [PLAYER] token on line
ENTRANCE::L164,RANDOMIZER,6,1,1,6,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L164,RANDOMIZER,30,1,1,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L165,RANDOMIZER,27,1,1,27,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L165,RANDOMIZER,41,1,1,41,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L166,RANDOMIZER,31,1,1,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L166,RANDOMIZER,57,1,1,57,NO,NO,HIGH_LAYOUT_RISK,Lines per page (1) > 4 or line length (57) > 52 chars
ENTRANCE::L167,RANDOMIZER,17,1,1,17,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L167,RANDOMIZER,29,1,1,29,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L168,RANDOMIZER,43,1,1,43,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L168,RANDOMIZER,54,1,1,54,NO,NO,HIGH_LAYOUT_RISK,Lines per page (1) > 4 or line length (54) > 52 chars
ENTRANCE::L169,RANDOMIZER,44,1,1,44,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L169,RANDOMIZER,52,1,1,52,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (52) or dynamic [PLAYER] token on line
ENTRANCE::L172,RANDOMIZER,26,1,1,26,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L172,RANDOMIZER,26,1,1,26,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L175,RANDOMIZER,22,1,1,22,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L175,RANDOMIZER,26,1,1,26,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L176,RANDOMIZER,46,1,1,46,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (46) or dynamic [PLAYER] token on line
ENTRANCE::L176,RANDOMIZER,15,1,1,15,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L177,RANDOMIZER,55,1,1,55,NO,NO,HIGH_LAYOUT_RISK,Lines per page (1) > 4 or line length (55) > 52 chars
ENTRANCE::L177,RANDOMIZER,16,1,1,16,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L178,RANDOMIZER,54,1,1,54,NO,NO,HIGH_LAYOUT_RISK,Lines per page (1) > 4 or line length (54) > 52 chars
ENTRANCE::L178,RANDOMIZER,28,1,1,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L179,RANDOMIZER,55,1,1,55,NO,NO,HIGH_LAYOUT_RISK,Lines per page (1) > 4 or line length (55) > 52 chars
ENTRANCE::L179,RANDOMIZER,24,1,1,24,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L180,RANDOMIZER,52,1,1,52,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (52) or dynamic [PLAYER] token on line
ENTRANCE::L180,RANDOMIZER,14,1,1,14,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L181,RANDOMIZER,27,1,1,27,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L181,RANDOMIZER,31,1,1,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L182,RANDOMIZER,15,1,1,15,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L182,RANDOMIZER,46,1,1,46,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (46) or dynamic [PLAYER] token on line
ENTRANCE::L183,RANDOMIZER,16,1,1,16,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L183,RANDOMIZER,55,1,1,55,NO,NO,HIGH_LAYOUT_RISK,Lines per page (1) > 4 or line length (55) > 52 chars
ENTRANCE::L184,RANDOMIZER,28,1,1,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L184,RANDOMIZER,54,1,1,54,NO,NO,HIGH_LAYOUT_RISK,Lines per page (1) > 4 or line length (54) > 52 chars
ENTRANCE::L185,RANDOMIZER,24,1,1,24,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L185,RANDOMIZER,55,1,1,55,NO,NO,HIGH_LAYOUT_RISK,Lines per page (1) > 4 or line length (55) > 52 chars
ENTRANCE::L186,RANDOMIZER,14,1,1,14,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L186,RANDOMIZER,52,1,1,52,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (52) or dynamic [PLAYER] token on line
ENTRANCE::L187,RANDOMIZER,31,1,1,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L187,RANDOMIZER,27,1,1,27,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L188,RANDOMIZER,39,1,1,39,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L188,RANDOMIZER,11,1,1,11,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L189,RANDOMIZER,11,1,1,11,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L189,RANDOMIZER,39,1,1,39,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L190,RANDOMIZER,34,1,1,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L190,RANDOMIZER,43,1,1,43,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L193,RANDOMIZER,41,1,1,41,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L193,RANDOMIZER,31,1,1,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L194,RANDOMIZER,44,1,1,44,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L194,RANDOMIZER,45,1,1,45,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (45) or dynamic [PLAYER] token on line
ENTRANCE::L195,RANDOMIZER,44,1,1,44,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L195,RANDOMIZER,43,1,1,43,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L196,RANDOMIZER,52,1,1,52,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (52) or dynamic [PLAYER] token on line
ENTRANCE::L196,RANDOMIZER,51,1,1,51,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (51) or dynamic [PLAYER] token on line
ENTRANCE::L199,RANDOMIZER,53,1,1,53,NO,NO,HIGH_LAYOUT_RISK,Lines per page (1) > 4 or line length (53) > 52 chars
ENTRANCE::L199,RANDOMIZER,30,1,1,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L200,RANDOMIZER,51,1,1,51,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (51) or dynamic [PLAYER] token on line
ENTRANCE::L200,RANDOMIZER,52,1,1,52,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (52) or dynamic [PLAYER] token on line
ENTRANCE::L203,RANDOMIZER,30,1,1,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L203,RANDOMIZER,53,1,1,53,NO,NO,HIGH_LAYOUT_RISK,Lines per page (1) > 4 or line length (53) > 52 chars
ENTRANCE::L204,RANDOMIZER,38,1,1,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L204,RANDOMIZER,11,1,1,11,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L205,RANDOMIZER,11,1,1,11,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L205,RANDOMIZER,38,1,1,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L206,RANDOMIZER,35,1,1,35,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L206,RANDOMIZER,42,1,1,42,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L209,RANDOMIZER,45,1,1,45,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (45) or dynamic [PLAYER] token on line
ENTRANCE::L209,RANDOMIZER,58,1,1,58,NO,NO,HIGH_LAYOUT_RISK,Lines per page (1) > 4 or line length (58) > 52 chars
ENTRANCE::L210,RANDOMIZER,43,1,1,43,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L210,RANDOMIZER,44,1,1,44,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L211,RANDOMIZER,51,1,1,51,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (51) or dynamic [PLAYER] token on line
ENTRANCE::L211,RANDOMIZER,50,1,1,50,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (50) or dynamic [PLAYER] token on line
ENTRANCE::L214,RANDOMIZER,40,1,1,40,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L214,RANDOMIZER,28,1,1,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L215,RANDOMIZER,50,1,1,50,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (50) or dynamic [PLAYER] token on line
ENTRANCE::L215,RANDOMIZER,51,1,1,51,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (51) or dynamic [PLAYER] token on line
ENTRANCE::L218,RANDOMIZER,28,1,1,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L218,RANDOMIZER,40,1,1,40,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L219,RANDOMIZER,36,1,1,36,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L219,RANDOMIZER,8,1,1,8,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L220,RANDOMIZER,8,1,1,8,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L220,RANDOMIZER,36,1,1,36,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L221,RANDOMIZER,31,1,1,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L221,RANDOMIZER,40,1,1,40,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L224,RANDOMIZER,31,1,1,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L224,RANDOMIZER,41,1,1,41,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L225,RANDOMIZER,58,1,1,58,NO,NO,HIGH_LAYOUT_RISK,Lines per page (1) > 4 or line length (58) > 52 chars
ENTRANCE::L225,RANDOMIZER,45,1,1,45,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (45) or dynamic [PLAYER] token on line
ENTRANCE::L226,RANDOMIZER,31,1,1,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L226,RANDOMIZER,34,1,1,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L227,RANDOMIZER,36,1,1,36,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L227,RANDOMIZER,12,1,1,12,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L229,RANDOMIZER,12,1,1,12,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L229,RANDOMIZER,36,1,1,36,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L233,RANDOMIZER,28,1,1,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L233,RANDOMIZER,34,1,1,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L234,RANDOMIZER,28,1,1,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L234,RANDOMIZER,34,1,1,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L235,RANDOMIZER,33,1,1,33,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L235,RANDOMIZER,22,1,1,22,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L244,RANDOMIZER,22,1,1,22,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L244,RANDOMIZER,33,1,1,33,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L245,RANDOMIZER,30,1,1,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L245,RANDOMIZER,30,1,1,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L246,RANDOMIZER,34,1,1,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L246,RANDOMIZER,31,1,1,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L247,RANDOMIZER,35,1,1,35,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L247,RANDOMIZER,11,1,1,11,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L249,RANDOMIZER,11,1,1,11,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L249,RANDOMIZER,35,1,1,35,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L253,RANDOMIZER,31,1,1,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L253,RANDOMIZER,34,1,1,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L254,RANDOMIZER,38,1,1,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L254,RANDOMIZER,37,1,1,37,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L255,RANDOMIZER,30,1,1,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L255,RANDOMIZER,32,1,1,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L256,RANDOMIZER,38,1,1,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L256,RANDOMIZER,28,1,1,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L257,RANDOMIZER,37,1,1,37,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L257,RANDOMIZER,38,1,1,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L258,RANDOMIZER,32,1,1,32,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L258,RANDOMIZER,30,1,1,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L259,RANDOMIZER,40,1,1,40,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L259,RANDOMIZER,8,1,1,8,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L260,RANDOMIZER,8,1,1,8,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L260,RANDOMIZER,40,1,1,40,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L261,RANDOMIZER,31,1,1,31,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L261,RANDOMIZER,44,1,1,44,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L262,RANDOMIZER,28,1,1,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L262,RANDOMIZER,38,1,1,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L265,RANDOMIZER,34,1,1,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L265,RANDOMIZER,42,1,1,42,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L266,RANDOMIZER,46,1,1,46,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (46) or dynamic [PLAYER] token on line
ENTRANCE::L266,RANDOMIZER,36,1,1,36,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L267,RANDOMIZER,34,1,1,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L267,RANDOMIZER,26,1,1,26,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L268,RANDOMIZER,39,1,1,39,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L268,RANDOMIZER,28,1,1,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L269,RANDOMIZER,34,1,1,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L269,RANDOMIZER,28,1,1,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L270,RANDOMIZER,38,1,1,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L270,RANDOMIZER,27,1,1,27,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L271,RANDOMIZER,33,1,1,33,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L271,RANDOMIZER,28,1,1,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L290,RANDOMIZER,26,1,1,26,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L290,RANDOMIZER,34,1,1,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L291,RANDOMIZER,45,1,1,45,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (45) or dynamic [PLAYER] token on line
ENTRANCE::L291,RANDOMIZER,13,1,1,13,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L292,RANDOMIZER,42,1,1,42,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L292,RANDOMIZER,27,1,1,27,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L293,RANDOMIZER,38,1,1,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L293,RANDOMIZER,24,1,1,24,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L295,RANDOMIZER,13,1,1,13,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L295,RANDOMIZER,45,1,1,45,NO,NO,NEEDS_RUNTIME_CHECK,Boundary line length (45) or dynamic [PLAYER] token on line
ENTRANCE::L296,RANDOMIZER,27,1,1,27,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L296,RANDOMIZER,42,1,1,42,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L297,RANDOMIZER,24,1,1,24,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L297,RANDOMIZER,38,1,1,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L301,RANDOMIZER,27,1,1,27,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L301,RANDOMIZER,38,1,1,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L302,RANDOMIZER,30,1,1,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L302,RANDOMIZER,30,1,1,30,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L303,RANDOMIZER,38,1,1,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L303,RANDOMIZER,26,1,1,26,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L304,RANDOMIZER,44,1,1,44,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L304,RANDOMIZER,17,1,1,17,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L306,RANDOMIZER,27,1,1,27,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L306,RANDOMIZER,27,1,1,27,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L307,RANDOMIZER,26,1,1,26,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L307,RANDOMIZER,38,1,1,38,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L308,RANDOMIZER,17,1,1,17,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L308,RANDOMIZER,44,1,1,44,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L310,RANDOMIZER,27,1,1,27,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L310,RANDOMIZER,27,1,1,27,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L311,RANDOMIZER,35,1,1,35,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L311,RANDOMIZER,6,1,1,6,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L312,RANDOMIZER,6,1,1,6,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L312,RANDOMIZER,35,1,1,35,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L313,RANDOMIZER,29,1,1,29,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L313,RANDOMIZER,39,1,1,39,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L316,RANDOMIZER,28,1,1,28,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L316,RANDOMIZER,33,1,1,33,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L317,RANDOMIZER,29,1,1,29,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
ENTRANCE::L317,RANDOMIZER,34,1,1,34,NO,NO,LIKELY_SAFE,Fits comfortably within standard 4-line 42-char dialog box
