id,system,max_line_length,line_count,page_count,risk_class,verdict,notes
Hint::RHT_GERUDO_TRAINING_GROUND_BEFORE_HEAVY_BLOCK_CHEST::382,RANDOMIZER,76,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_HEAVY_BLOCK_FIRST_CHEST::383,RANDOMIZER,69,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_HEAVY_BLOCK_SECOND_CHEST::384,RANDOMIZER,69,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_HEAVY_BLOCK_THIRD_CHEST::385,RANDOMIZER,69,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_HEAVY_BLOCK_FOURTH_CHEST::386,RANDOMIZER,69,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_ENTRANCE_STORMS_FAIRY::387,RANDOMIZER,97,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_FREESTANDING_KEY::388,RANDOMIZER,86,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_MQ_LOBBY_RIGHT_CHEST::389,RANDOMIZER,69,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_MQ_LOBBY_LEFT_CHEST::390,RANDOMIZER,69,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_MQ_FIRST_IRON_KNUCKLE_CHEST::391,RANDOMIZER,108,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_MQ_BEFORE_HEAVY_BLOCK_CHEST::392,RANDOMIZER,76,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_MQ_EYE_STATUE_CHEST::393,RANDOMIZER,68,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_MQ_FLAME_CIRCLE_CHEST::394,RANDOMIZER,78,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_MQ_SECOND_IRON_KNUCKLE_CHEST::395,RANDOMIZER,87,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_MQ_DINOLFOS_CHEST::396,RANDOMIZER,89,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_MQ_MAZE_RIGHT_CENTRAL_CHEST::397,RANDOMIZER,62,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_MQ_MAZE_PATH_FIRST_CHEST::398,RANDOMIZER,74,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_MQ_MAZE_RIGHT_SIDE_CHEST::399,RANDOMIZER,62,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_MQ_MAZE_PATH_THIRD_CHEST::400,RANDOMIZER,74,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_MQ_MAZE_PATH_SECOND_CHEST::401,RANDOMIZER,75,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_MQ_HIDDEN_CEILING_CHEST::402,RANDOMIZER,81,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUND_MQ_HEAVY_BLOCK_CHEST::403,RANDOMIZER,69,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GERUDO_TRAINING_GROUNDS_HEART::404,RANDOMIZER,54,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_CRATE_GERUDO_TRAINING_GROUND::405,RANDOMIZER,72,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_SHADOW_TRIAL_FRONT_CHEST::410,RANDOMIZER,64,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_SHADOW_TRIAL_GOLDEN_GAUNTLETS_CHEST::411,RANDOMIZER,61,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_LIGHT_TRIAL_LULLABY_CHEST::421,RANDOMIZER,63,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_SPIRIT_TRIAL_SUN_FAIRY::422,RANDOMIZER,85,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_SCRUBS_FAIRY::423,RANDOMIZER,75,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_MQ_LIGHT_TRIAL_LULLABY_CHEST::427,RANDOMIZER,63,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_MQ_SPIRIT_TRIAL_GOLDEN_GAUNTLETS_CHEST::430,RANDOMIZER,69,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_MQ_SPIRIT_TRIAL_SUN_BACK_RIGHT_CHEST::431,RANDOMIZER,69,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_MQ_SPIRIT_TRIAL_SUN_BACK_LEFT_CHEST::432,RANDOMIZER,69,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_MQ_SPIRIT_TRIAL_SUN_FRONT_LEFT_CHEST::433,RANDOMIZER,69,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_MQ_SPIRIT_TRIAL_FIRST_CHEST::434,RANDOMIZER,69,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_MQ_SPIRIT_TRIAL_INVISIBLE_CHEST::435,RANDOMIZER,69,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_DEKU_SCRUB_CENTER_LEFT::437,RANDOMIZER,60,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_DEKU_SCRUB_CENTER_RIGHT::438,RANDOMIZER,60,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_DEKU_SCRUB_RIGHT::439,RANDOMIZER,60,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_DEKU_SCRUB_LEFT::440,RANDOMIZER,60,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_MQ_DEKU_SCRUB_RIGHT::441,RANDOMIZER,60,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_MQ_DEKU_SCRUB_CENTER_LEFT::442,RANDOMIZER,60,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_MQ_DEKU_SCRUB_CENTER::443,RANDOMIZER,60,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_MQ_DEKU_SCRUB_CENTER_RIGHT::444,RANDOMIZER,60,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_MQ_DEKU_SCRUB_LEFT::445,RANDOMIZER,60,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_POT_GANONS_CASTLE::446,RANDOMIZER,60,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GANONS_CASTLE_HEART::447,RANDOMIZER,61,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_KF_KOKIRI_SWORD_CHEST::0,RANDOMIZER,52,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GRAVEYARD_SHIELD_GRAVE_CHEST::9,RANDOMIZER,51,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_DMT_CHEST::10,RANDOMIZER,74,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GC_MAZE_RIGHT_CHEST::11,RANDOMIZER,64,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GC_MAZE_CENTER_CHEST::12,RANDOMIZER,64,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZD_CHEST::13,RANDOMIZER,58,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GRAVEYARD_HOOKSHOT_CHEST::14,RANDOMIZER,56,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GRAVEYARD_HOOKSHOT_CHEST::15,RANDOMIZER,62,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GF_CHEST::16,RANDOMIZER,60,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_KAK_REDEAD_GROTTO_CHEST::17,RANDOMIZER,54,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_SFM_WOLFOS_GROTTO_CHEST::18,RANDOMIZER,53,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_HF_NEAR_MARKET_GROTTO_CHEST::19,RANDOMIZER,73,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_HF_NEAR_MARKET_GROTTO_FISH::20,RANDOMIZER,83,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_HF_SOUTHEAST_GROTTO_CHEST::21,RANDOMIZER,59,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_HF_SOUTHEAST_GROTTO_FISH::22,RANDOMIZER,69,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_HF_OPEN_GROTTO_CHEST::23,RANDOMIZER,53,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_HF_OPEN_GROTTO_FISH::24,RANDOMIZER,63,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_KAK_OPEN_GROTTO_CHEST::25,RANDOMIZER,54,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_KAK_OPEN_GROTTO_FISH::26,RANDOMIZER,64,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZR_OPEN_GROTTO_CHEST::27,RANDOMIZER,54,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZR_OPEN_GROTTO_FISH::28,RANDOMIZER,64,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_KF_STORMS_GROTTO_CHEST::29,RANDOMIZER,54,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_KF_STORMS_GROTTO_FISH::30,RANDOMIZER,64,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_LW_NEAR_SHORTCUTS_GROTTO_CHEST::31,RANDOMIZER,57,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_LW_NEAR_SHORTCUTS_GROTTO_FISH::32,RANDOMIZER,67,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_DMT_STORMS_GROTTO_CHEST::33,RANDOMIZER,71,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_DMT_STORMS_GROTTO_FISH::34,RANDOMIZER,81,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_DMC_UPPER_GROTTO_FISH::36,RANDOMIZER,56,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_TOT_LIGHT_ARROWS_CUTSCENE::38,RANDOMIZER,54,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_LW_GIFT_FROM_SARIA::41,RANDOMIZER,65,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_SONG_FROM_IMPA::48,RANDOMIZER,61,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_SONG_FROM_SARIA::50,RANDOMIZER,58,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_SONG_FROM_WINDMILL::51,RANDOMIZER,72,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_HC_MALON_EGG::52,RANDOMIZER,51,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_HC_ZELDAS_LETTER::53,RANDOMIZER,55,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZD_DIVING_MINIGAME::54,RANDOMIZER,69,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZD_DIVING_MINIGAME::55,RANDOMIZER,61,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_LH_HYRULE_LOACH::58,RANDOMIZER,52,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_LH_LAB_DIVE::61,RANDOMIZER,62,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZD_FISH::62,RANDOMIZER,53,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GC_ROLLING_GORON_AS_ADULT::63,RANDOMIZER,68,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GC_ROLLING_GORON_AS_ADULT::64,RANDOMIZER,52,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_MARKET_LOST_DOG::67,RANDOMIZER,64,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_MARKET_LOST_DOG::68,RANDOMIZER,59,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_LW_OCARINA_MEMORY_GAME::69,RANDOMIZER,77,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_LW_OCARINA_MEMORY_GAME::70,RANDOMIZER,58,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_KAK_10_GOLD_SKULLTULA_REWARD::72,RANDOMIZER,58,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_KAK_10_GOLD_SKULLTULA_REWARD::73,RANDOMIZER,57,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_KAK_10_GOLD_SKULLTULA_REWARD::75,RANDOMIZER,56,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZR_MAGIC_BEAN_SALESMAN::78,RANDOMIZER,58,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZR_FROGS_IN_THE_RAIN::79,RANDOMIZER,54,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZR_FROGS_ZELDAS_LULLABY::80,RANDOMIZER,76,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZR_FROGS_ZELDAS_LULLABY::82,RANDOMIZER,71,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZR_FROGS_EPONAS_SONG::83,RANDOMIZER,79,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZR_FROGS_EPONAS_SONG::85,RANDOMIZER,69,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZR_FROGS_SARIAS_SONG::86,RANDOMIZER,79,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZR_FROGS_SARIAS_SONG::88,RANDOMIZER,54,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZR_FROGS_SUNS_SONG::89,RANDOMIZER,78,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZR_FROGS_SUNS_SONG::91,RANDOMIZER,73,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZR_FROGS_SONG_OF_TIME::92,RANDOMIZER,81,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZR_FROGS_SONG_OF_TIME::93,RANDOMIZER,60,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZR_FROGS_SONG_OF_TIME::94,RANDOMIZER,71,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GF_HBA_1000_POINTS::95,RANDOMIZER,66,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_LW_TARGET_IN_WOODS::98,RANDOMIZER,59,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_KAK_ANJU_AS_ADULT::99,RANDOMIZER,63,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_LLR_TALONS_CHICKENS::100,RANDOMIZER,61,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GC_ROLLING_GORON_AS_CHILD::101,RANDOMIZER,68,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_LH_UNDERWATER_ITEM::102,RANDOMIZER,52,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_TH_FREED_CARPENTERS::103,RANDOMIZER,70,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_KAK_GRANNYS_SHOP::106,RANDOMIZER,59,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_KAK_IMPAS_HOUSE_FREESTANDING_POH::107,RANDOMIZER,53,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_HF_TEKTITE_GROTTO_FREESTANDING_POH::108,RANDOMIZER,63,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_KAK_WINDMILL_FREESTANDING_POH::109,RANDOMIZER,66,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GRAVEYARD_DAMPE_RACE_FREESTANDING_POH::110,RANDOMIZER,57,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GRAVEYARD_DAMPE_RACE_FREESTANDING_POH::111,RANDOMIZER,54,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_LLR_FREESTANDING_POH::112,RANDOMIZER,53,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GRAVEYARD_FREESTANDING_POH::113,RANDOMIZER,52,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZR_NEAR_OPEN_GROTTO_FREESTANDING_POH::115,RANDOMIZER,60,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_ZR_NEAR_DOMAIN_FREESTANDING_POH::116,RANDOMIZER,72,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_LH_FREESTANDING_POH::117,RANDOMIZER,83,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_GV_WATERFALL_FREESTANDING_POH::119,RANDOMIZER,55,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_COLOSSUS_FREESTANDING_POH::121,RANDOMIZER,59,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_DMT_FREESTANDING_POH::122,RANDOMIZER,65,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_DMC_WALL_FREESTANDING_POH::123,RANDOMIZER,54,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_DMC_VOLCANO_FREESTANDING_POH::124,RANDOMIZER,51,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_TH_1_TORCH_CARPENTER::125,RANDOMIZER,73,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
Hint::RHT_TH_DEAD_END_CARPENTER::126,RANDOMIZER,72,1,1,LINE_WIDTH_WARNING,ACCEPTABLE,Text auto-wraps cleanly within ImGui / SoH proportional font renderer
