id,future_i18n_key,english,spanish
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1114,COSMETICS.EQUIPMENT_SLINGSHOTBODY12,Equipment_SlingshotBody12,Equipment_SlingshotBody12
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1116,COSMETICS.EQUIPMENT_SLINGSHOTBODY13,Equipment_SlingshotBody13,Equipment_SlingshotBody13
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1118,COSMETICS.EQUIPMENT_SLINGSHOTBODY14,Equipment_SlingshotBody14,Equipment_SlingshotBody14
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1120,COSMETICS.EQUIPMENT_SLINGSHOTBODY15,Equipment_SlingshotBody15,Equipment_SlingshotBody15
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1122,COSMETICS.EQUIPMENT_SLINGSHOTBODY16,Equipment_SlingshotBody16,Equipment_SlingshotBody16
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1129,COSMETICS.EQUIPMENT_SLINGSHOTSTRING1,Equipment_SlingshotString1,Equipment_SlingshotString1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1131,COSMETICS.EQUIPMENT_SLINGSHOTSTRING2,Equipment_SlingshotString2,Equipment_SlingshotString2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1133,COSMETICS.EQUIPMENT_SLINGSHOTSTRING3,Equipment_SlingshotString3,Equipment_SlingshotString3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1140,COSMETICS.EQUIPMENT_BOWTIPS1,Equipment_BowTips1,Equipment_BowTips1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1142,COSMETICS.EQUIPMENT_BOWTIPS2,Equipment_BowTips2,Equipment_BowTips2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1144,COSMETICS.EQUIPMENT_BOWTIPS3,Equipment_BowTips3,Equipment_BowTips3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1146,COSMETICS.EQUIPMENT_BOWTIPS4,Equipment_BowTips4,Equipment_BowTips4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1148,COSMETICS.EQUIPMENT_BOWTIPS5,Equipment_BowTips5,Equipment_BowTips5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1154,COSMETICS.EQUIPMENT_BOWSTRING1,Equipment_BowString1,Equipment_BowString1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1156,COSMETICS.EQUIPMENT_BOWSTRING2,Equipment_BowString2,Equipment_BowString2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1158,COSMETICS.EQUIPMENT_BOWSTRING3,Equipment_BowString3,Equipment_BowString3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1164,COSMETICS.EQUIPMENT_BOWBODY1,Equipment_BowBody1,Equipment_BowBody1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1166,COSMETICS.EQUIPMENT_BOWBODY2,Equipment_BowBody2,Equipment_BowBody2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1168,COSMETICS.EQUIPMENT_BOWBODY3,Equipment_BowBody3,Equipment_BowBody3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1170,COSMETICS.EQUIPMENT_BOWBODY4,Equipment_BowBody4,Equipment_BowBody4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1172,COSMETICS.EQUIPMENT_BOWBODY5,Equipment_BowBody5,Equipment_BowBody5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1178,COSMETICS.EQUIPMENT_BOWHANDLE1,Equipment_BowHandle1,Equipment_BowHandle1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1180,COSMETICS.EQUIPMENT_BOWHANDLE2,Equipment_BowHandle2,Equipment_BowHandle2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1182,COSMETICS.EQUIPMENT_BOWHANDLE3,Equipment_BowHandle3,Equipment_BowHandle3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1184,COSMETICS.EQUIPMENT_BOWHANDLE4,Equipment_BowHandle4,Equipment_BowHandle4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1186,COSMETICS.EQUIPMENT_BOWHANDLE5,Equipment_BowHandle5,Equipment_BowHandle5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1193,COSMETICS.EQUIPMENT_HAMMERHEAD1,Equipment_HammerHead1,Equipment_HammerHead1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1195,COSMETICS.EQUIPMENT_HAMMERHEAD2,Equipment_HammerHead2,Equipment_HammerHead2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1197,COSMETICS.EQUIPMENT_HAMMERHEAD3,Equipment_HammerHead3,Equipment_HammerHead3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1199,COSMETICS.EQUIPMENT_HAMMERHEAD4,Equipment_HammerHead4,Equipment_HammerHead4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1201,COSMETICS.EQUIPMENT_HAMMERHEAD5,Equipment_HammerHead5,Equipment_HammerHead5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1203,COSMETICS.EQUIPMENT_HAMMERHEAD6,Equipment_HammerHead6,Equipment_HammerHead6
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1209,COSMETICS.EQUIPMENT_HAMMERHANDLE1,Equipment_HammerHandle1,Equipment_HammerHandle1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1211,COSMETICS.EQUIPMENT_HAMMERHANDLE2,Equipment_HammerHandle2,Equipment_HammerHandle2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1213,COSMETICS.EQUIPMENT_HAMMERHANDLE5,Equipment_HammerHandle5,Equipment_HammerHandle5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1215,COSMETICS.EQUIPMENT_HAMMERHANDLE6,Equipment_HammerHandle6,Equipment_HammerHandle6
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1222,COSMETICS.EQUIPMENT_HOOKSHOTCHAIN1,Equipment_HookshotChain1,Equipment_HookshotChain1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1229,COSMETICS.EQUIPMENT_CHUFACE1,Equipment_ChuFace1,Equipment_ChuFace1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1231,COSMETICS.EQUIPMENT_CHUFACE2,Equipment_ChuFace2,Equipment_ChuFace2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1233,COSMETICS.EQUIPMENT_CHUFACE3,Equipment_ChuFace3,Equipment_ChuFace3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1237,COSMETICS.EQUIPMENT_CHUFACE4,Equipment_ChuFace4,Equipment_ChuFace4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1238,COSMETICS.EQUIPMENT_CHUFACE5,Equipment_ChuFace5,Equipment_ChuFace5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1244,COSMETICS.EQUIPMENT_CHUBODY1,Equipment_ChuBody1,Equipment_ChuBody1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1246,COSMETICS.EQUIPMENT_CHUBODY2,Equipment_ChuBody2,Equipment_ChuBody2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1248,COSMETICS.EQUIPMENT_CHUBODY3,Equipment_ChuBody3,Equipment_ChuBody3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1250,COSMETICS.EQUIPMENT_CHUBODY4,Equipment_ChuBody4,Equipment_ChuBody4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1252,COSMETICS.EQUIPMENT_CHUBODY5,Equipment_ChuBody5,Equipment_ChuBody5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1259,COSMETICS.EQUIPMENT_BUNNYHOOD1,Equipment_BunnyHood1,Equipment_BunnyHood1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1261,COSMETICS.EQUIPMENT_BUNNYHOOD2,Equipment_BunnyHood2,Equipment_BunnyHood2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1263,COSMETICS.EQUIPMENT_BUNNYHOOD3,Equipment_BunnyHood3,Equipment_BunnyHood3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1265,COSMETICS.EQUIPMENT_BUNNYHOOD4,Equipment_BunnyHood4,Equipment_BunnyHood4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1267,COSMETICS.EQUIPMENT_BUNNYHOOD5,Equipment_BunnyHood5,Equipment_BunnyHood5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1271,COSMETICS.EQUIPMENT_BUNNYHOOD6,Equipment_BunnyHood6,Equipment_BunnyHood6
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1274,COSMETICS.EQUIPMENT_BUNNYHOOD7,Equipment_BunnyHood7,Equipment_BunnyHood7
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1277,COSMETICS.EQUIPMENT_BUNNYHOOD7,Equipment_BunnyHood7,Equipment_BunnyHood7
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1285,COSMETICS.CONSUMABLE_GREENRUPEE1,Consumable_GreenRupee1,Consumable_GreenRupee1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1287,COSMETICS.CONSUMABLE_GREENRUPEE2,Consumable_GreenRupee2,Consumable_GreenRupee2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1290,COSMETICS.CONSUMABLE_GREENRUPEE3,Consumable_GreenRupee3,Consumable_GreenRupee3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1292,COSMETICS.CONSUMABLE_GREENRUPEE4,Consumable_GreenRupee4,Consumable_GreenRupee4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1297,COSMETICS.RAINBOWBRIDGE_STARTGRAYSCALE,RainbowBridge_StartGrayscale,RainbowBridge_StartGrayscale
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1298,COSMETICS.RAINBOWBRIDGE_MAKEGREEN,RainbowBridge_MakeGreen,RainbowBridge_MakeGreen
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1300,COSMETICS.RAINBOWBRIDGE_ENDGRAYSCALEANDENDDLIST,RainbowBridge_EndGrayscaleAndEndDlist,RainbowBridge_EndGrayscaleAndEndDlist
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1303,COSMETICS.RAINBOWBRIDGE_STARTGRAYSCALE,RainbowBridge_StartGrayscale,RainbowBridge_StartGrayscale
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1304,COSMETICS.RAINBOWBRIDGE_MAKEGREEN,RainbowBridge_MakeGreen,RainbowBridge_MakeGreen
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1305,COSMETICS.RAINBOWBRIDGE_ENDGRAYSCALEANDENDDLIST,RainbowBridge_EndGrayscaleAndEndDlist,RainbowBridge_EndGrayscaleAndEndDlist
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1311,COSMETICS.CONSUMABLE_BLUERUPEE1,Consumable_BlueRupee1,Consumable_BlueRupee1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1313,COSMETICS.CONSUMABLE_BLUERUPEE2,Consumable_BlueRupee2,Consumable_BlueRupee2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1316,COSMETICS.CONSUMABLE_BLUERUPEE3,Consumable_BlueRupee3,Consumable_BlueRupee3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1318,COSMETICS.CONSUMABLE_BLUERUPEE4,Consumable_BlueRupee4,Consumable_BlueRupee4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1324,COSMETICS.CONSUMABLE_REDRUPEE1,Consumable_RedRupee1,Consumable_RedRupee1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1326,COSMETICS.CONSUMABLE_REDRUPEE2,Consumable_RedRupee2,Consumable_RedRupee2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1329,COSMETICS.CONSUMABLE_REDRUPEE3,Consumable_RedRupee3,Consumable_RedRupee3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1331,COSMETICS.CONSUMABLE_REDRUPEE4,Consumable_RedRupee4,Consumable_RedRupee4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1337,COSMETICS.CONSUMABLE_PURPLERUPEE1,Consumable_PurpleRupee1,Consumable_PurpleRupee1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1339,COSMETICS.CONSUMABLE_PURPLERUPEE2,Consumable_PurpleRupee2,Consumable_PurpleRupee2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1342,COSMETICS.CONSUMABLE_PURPLERUPEE3,Consumable_PurpleRupee3,Consumable_PurpleRupee3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1344,COSMETICS.CONSUMABLE_PURPLERUPEE4,Consumable_PurpleRupee4,Consumable_PurpleRupee4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1350,COSMETICS.CONSUMABLE_GOLDRUPEE1,Consumable_GoldRupee1,Consumable_GoldRupee1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1352,COSMETICS.CONSUMABLE_GOLDRUPEE2,Consumable_GoldRupee2,Consumable_GoldRupee2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1355,COSMETICS.CONSUMABLE_GOLDRUPEE3,Consumable_GoldRupee3,Consumable_GoldRupee3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1357,COSMETICS.CONSUMABLE_GOLDRUPEE4,Consumable_GoldRupee4,Consumable_GoldRupee4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1365,COSMETICS.CONSUMABLE_HEARTS1,Consumable_Hearts1,Consumable_Hearts1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1366,COSMETICS.CONSUMABLE_HEARTS2,Consumable_Hearts2,Consumable_Hearts2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1368,COSMETICS.CONSUMABLE_HEARTS3,Consumable_Hearts3,Consumable_Hearts3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1369,COSMETICS.CONSUMABLE_HEARTS4,Consumable_Hearts4,Consumable_Hearts4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1372,COSMETICS.CONSUMABLE_HEARTS5,Consumable_Hearts5,Consumable_Hearts5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1374,COSMETICS.CONSUMABLE_HEARTS6,Consumable_Hearts6,Consumable_Hearts6
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1376,COSMETICS.CONSUMABLE_HEARTS7,Consumable_Hearts7,Consumable_Hearts7
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1378,COSMETICS.CONSUMABLE_HEARTS8,Consumable_Hearts8,Consumable_Hearts8
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1380,COSMETICS.CONSUMABLE_HEARTS9,Consumable_Hearts9,Consumable_Hearts9
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1382,COSMETICS.CONSUMABLE_HEARTS10,Consumable_Hearts10,Consumable_Hearts10
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1388,COSMETICS.CONSUMABLE_MAGIC1,Consumable_Magic1,Consumable_Magic1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1390,COSMETICS.CONSUMABLE_MAGIC2,Consumable_Magic2,Consumable_Magic2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1392,COSMETICS.CONSUMABLE_MAGIC3,Consumable_Magic3,Consumable_Magic3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1394,COSMETICS.CONSUMABLE_MAGIC4,Consumable_Magic4,Consumable_Magic4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1396,COSMETICS.CONSUMABLE_MAGIC5,Consumable_Magic5,Consumable_Magic5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1398,COSMETICS.CONSUMABLE_MAGIC6,Consumable_Magic6,Consumable_Magic6
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1405,COSMETICS.NPC_GOLDENSKULLTULA1,NPC_GoldenSkulltula1,NPC_GoldenSkulltula1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1407,COSMETICS.NPC_GOLDENSKULLTULA2,NPC_GoldenSkulltula2,NPC_GoldenSkulltula2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1409,COSMETICS.NPC_GOLDENSKULLTULA3,NPC_GoldenSkulltula3,NPC_GoldenSkulltula3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1411,COSMETICS.NPC_GOLDENSKULLTULA4,NPC_GoldenSkulltula4,NPC_GoldenSkulltula4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1413,COSMETICS.NPC_GOLDENSKULLTULA5,NPC_GoldenSkulltula5,NPC_GoldenSkulltula5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1415,COSMETICS.NPC_GOLDENSKULLTULA6,NPC_GoldenSkulltula6,NPC_GoldenSkulltula6
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1417,COSMETICS.NPC_GOLDENSKULLTULA7,NPC_GoldenSkulltula7,NPC_GoldenSkulltula7
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1419,COSMETICS.NPC_GOLDENSKULLTULA8,NPC_GoldenSkulltula8,NPC_GoldenSkulltula8
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1421,COSMETICS.NPC_GOLDENSKULLTULA9,NPC_GoldenSkulltula9,NPC_GoldenSkulltula9
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1423,COSMETICS.NPC_GOLDENSKULLTULA10,NPC_GoldenSkulltula10,NPC_GoldenSkulltula10
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1430,COSMETICS.NPC_GERUDO1,NPC_Gerudo1,NPC_Gerudo1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1432,COSMETICS.NPC_GERUDO2,NPC_Gerudo2,NPC_Gerudo2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1434,COSMETICS.NPC_GERUDO3,NPC_Gerudo3,NPC_Gerudo3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1436,COSMETICS.NPC_GERUDO4,NPC_Gerudo4,NPC_Gerudo4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1438,COSMETICS.NPC_GERUDO5,NPC_Gerudo5,NPC_Gerudo5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1440,COSMETICS.NPC_GERUDO6,NPC_Gerudo6,NPC_Gerudo6
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1442,COSMETICS.NPC_GERUDO7,NPC_Gerudo7,NPC_Gerudo7
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1444,COSMETICS.NPC_GERUDO8,NPC_Gerudo8,NPC_Gerudo8
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1451,COSMETICS.NPC_METALTRAP1,NPC_MetalTrap1,NPC_MetalTrap1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1458,COSMETICS.TITLE_N64LOGORED1,Title_N64LogoRed1,Title_N64LogoRed1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1460,COSMETICS.TITLE_N64LOGORED2,Title_N64LogoRed2,Title_N64LogoRed2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1466,COSMETICS.TITLE_N64LOGOBLUE1,Title_N64LogoBlue1,Title_N64LogoBlue1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1468,COSMETICS.TITLE_N64LOGOBLUE2,Title_N64LogoBlue2,Title_N64LogoBlue2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1474,COSMETICS.TITLE_N64LOGOGREEN1,Title_N64LogoGreen1,Title_N64LogoGreen1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1476,COSMETICS.TITLE_N64LOGOGREEN2,Title_N64LogoGreen2,Title_N64LogoGreen2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1482,COSMETICS.TITLE_N64LOGOYELLOW1,Title_N64LogoYellow1,Title_N64LogoYellow1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1484,COSMETICS.TITLE_N64LOGOYELLOW2,Title_N64LogoYellow2,Title_N64LogoYellow2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1548,COSMETICS.HIDDEN,Hidden,Oculto
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1722,COSMETICS.VISUALAGONY,VisualAgony,VisualAgony
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1759,COSMETICS.DPADEQUIPS,DpadEquips,DpadEquips
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1778,COSMETICS.MINIMAP,Minimap,Minimap
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1790,COSMETICS.CARROTS,Carrots,Carrots
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1793,COSMETICS.TIMERS,Timers,Timers
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1844,COSMETICS.RESET_ENEMYHEALTHBARWIDTH,Reset##EnemyHealthBarWidth,Reset##EnemyHealthBarWidth
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1877,COSMETICS.LETITSNOW,LetItSnow,LetItSnow
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1898,COSMETICS.RESET_LINK_BODYSIZE,Reset##Link_BodySize,Reset##Link_BodySize
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1922,COSMETICS.RESET_LINK_HEADSCALE,Reset##Link_HeadScale,Reset##Link_HeadScale
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1937,COSMETICS.RESET_LINK_SWORDSCALE,Reset##Link_SwordScale,Reset##Link_SwordScale
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1950,COSMETICS.RESET_BUNNYHOOD_EARLENGTH,Reset##BunnyHood_EarLength,Reset##BunnyHood_EarLength
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1963,COSMETICS.RESET_BUNNYHOOD_EARSPREAD,Reset##BunnyHood_EarSpread,Reset##BunnyHood_EarSpread
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1976,COSMETICS.RESET_GORON_NECKLENGTH,Reset##Goron_NeckLength,Reset##Goron_NeckLength
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1980,COSMETICS.UNFIXGORONSPIN,UnfixGoronSpin,UnfixGoronSpin
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L1994,COSMETICS.RESET_FAIRIES_SIZE,Reset##Fairies_Size,Reset##Fairies_Size
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2007,COSMETICS.RESET_N64LOGO_SPINSPEED,Reset##N64Logo_SpinSpeed,Reset##N64Logo_SpinSpeed
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2020,COSMETICS.RESET_MOON_SIZE,Reset##Moon_Size,Reset##Moon_Size
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2035,COSMETICS.RESET_KAK_WINDMILL_SPEED,Reset##Kak_Windmill_Speed,Reset##Kak_Windmill_Speed
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2073,COSMETICS.ADVANCEDMODE,AdvancedMode,AdvancedMode
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2196,COSMETICS.RANDOM,Random##,Random##
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2204,COSMETICS.RAINBOW,Rainbow##,Rainbow##
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2214,COSMETICS.LOCKED,Locked##,Locked##
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2219,COSMETICS.RESET,Reset##,Reset##
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2234,COSMETICS.RANDOM,Random##,Random##
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2238,COSMETICS.ADVANCEDMODE,AdvancedMode,AdvancedMode
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2246,COSMETICS.RESET,Reset##,Reset##
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2258,COSMETICS.ADVANCEDMODE,AdvancedMode,AdvancedMode
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L2267,COSMETICS.GAMECUBE,Gamecube,Gamecube
